order_id,order_date,category,price,quantity,discount_pct,revenue,region,payment_method,is_returned,customer_rating
ORD100976,2024-09-12,Sports,4319.17,1,5,4103.21,South,UPI,False,3
ORD100977,2024-12-11,Fashion,3888.99,1,15,3305.64,South,Debit Card,True,3
ORD100978,2024-03-18,Fashion,2189.17,2,10,3940.51,South,UPI,False,4
ORD100979,2024-03-10,Fashion,1413.02,1,0,1413.02,North,COD,False,5
ORD100980,2025-03-10,Fashion,2139.84,1,5,2032.85,West,Credit Card,False,2
ORD100981,2024-06-17,Home & Kitchen,7177.01,2,10,12918.62,West,UPI,False,1
ORD100982,2024-04-30,Beauty,2809.37,1,10,2528.43,North,Credit Card,False,3
ORD100983,2025-06-14,Sports,3805.74,3,10,10275.5,North,Credit Card,False,5
ORD100984,2025-08-19,Beauty,2498.91,1,5,2373.96,East,Debit Card,False,5
ORD100985,2024-09-06,Electronics,30710.76,1,0,30710.76,North,UPI,False,4
ORD100986,2024-01-16,Home & Kitchen,5537.8,1,5,5260.91,North,UPI,False,4
ORD100987,2025-07-21,Fashion,2158.76,1,5,2050.82,North,UPI,False,5
ORD100988,2025-10-04,Electronics,42536.04,1,15,36155.63,East,Debit Card,False,5
ORD100989,2024-10-06,Home & Kitchen,11842.4,1,0,11842.4,North,Credit Card,False,5
ORD100990,2024-04-04,Fashion,2983.01,1,15,2535.56,East,Credit Card,False,1
ORD100991,2025-05-05,Home & Kitchen,10229.91,1,5,9718.41,North,UPI,False,5
ORD100992,2025-09-07,Home & Kitchen,1420.87,2,5,2699.65,West,COD,False,4
ORD100993,2024-05-12,Beauty,908.55,1,20,726.84,North,Credit Card,False,5
ORD100994,2025-08-02,Electronics,26069.63,1,0,26069.63,East,UPI,False,5
ORD100995,2025-02-12,Fashion,3300.21,1,15,2805.18,West,Credit Card,False,4
ORD100996,2025-06-15,Home & Kitchen,8269.66,1,0,8269.66,East,Debit Card,False,4
ORD100997,2025-08-08,Fashion,3870.69,1,10,3483.62,North,Debit Card,False,5
ORD100998,2025-11-21,Beauty,1824.93,1,10,1642.44,East,UPI,False,5
ORD100999,2025-08-13,Fashion,2945.22,1,0,2945.22,East,Net Banking,False,4
ORD101000,2024-06-09,Fashion,1059.51,1,0,1059.51,South,UPI,True,4
ORD101001,2024-04-19,Electronics,6014.2,2,0,12028.4,East,Net Banking,False,4
ORD101002,2025-12-10,Electronics,39456.97,1,5,37484.12,West,UPI,False,4
ORD101003,2025-01-30,Beauty,456.24,2,0,912.48,North,UPI,False,4
ORD101004,2025-04-20,Fashion,441.1,1,30,308.77,South,Net Banking,False,2
ORD101005,2025-02-10,Fashion,3005.08,2,0,6010.16,North,COD,False,5
ORD101006,2025-11-16,Fashion,2670.59,1,5,2537.06,West,UPI,False,3
ORD101007,2024-09-24,Home & Kitchen,10098.52,1,15,8583.74,West,UPI,False,4
ORD101008,2025-01-23,Fashion,3848.22,1,10,3463.4,West,Net Banking,True,4
ORD101009,2024-12-25,Electronics,5940.26,1,20,4752.21,South,UPI,False,4
ORD101010,2025-10-02,Home & Kitchen,9587.24,1,20,7669.79,West,Credit Card,False,4
ORD101011,2025-09-15,Beauty,2437.88,1,5,2315.99,South,Credit Card,False,5
ORD101012,2025-01-03,Sports,7168.48,1,20,5734.78,Central,COD,False,5
ORD101013,2024-03-08,Home & Kitchen,11293.67,1,15,9599.62,East,UPI,False,5
ORD101014,2025-02-05,Home & Kitchen,4145.65,1,20,3316.52,East,Credit Card,True,3
ORD101015,2024-08-16,Home & Kitchen,5270.5,1,5,5006.97,East,Credit Card,False,3
ORD101016,2025-12-28,Home & Kitchen,2361.61,1,10,2125.45,South,COD,False,5
ORD101017,2025-04-09,Fashion,4812.06,2,10,8661.71,South,UPI,False,4
ORD101018,2024-01-20,Electronics,35022.95,1,0,35022.95,North,Net Banking,False,1
ORD101019,2024-07-27,Fashion,2217.06,1,10,1995.35,South,COD,False,4
ORD101020,2025-11-22,Sports,6738.19,1,5,6401.28,North,Net Banking,False,3
ORD101021,2025-02-01,Home & Kitchen,5193.16,2,20,8309.06,South,UPI,False,5
ORD101022,2025-06-05,Sports,3315.33,1,20,2652.26,North,UPI,False,4
ORD101023,2025-09-12,Home & Kitchen,10965.22,2,10,19737.4,East,UPI,False,5
ORD101024,2024-09-12,Fashion,2656.8,1,5,2523.96,West,Credit Card,False,5
ORD101025,2024-05-13,Fashion,3752.09,1,10,3376.88,South,UPI,False,1
ORD101026,2025-05-08,Beauty,1613.47,1,20,1290.78,South,Credit Card,False,4
ORD101027,2025-09-27,Electronics,29058.79,1,0,29058.79,West,Debit Card,False,5
ORD101028,2024-09-15,Fashion,1497.58,1,5,1422.7,North,Debit Card,False,5
ORD101029,2025-08-06,Sports,2886.22,1,10,2597.6,East,UPI,False,4
ORD101030,2024-12-14,Fashion,2843.58,1,15,2417.04,West,COD,False,5
ORD101031,2024-04-23,Home & Kitchen,5821.34,1,10,5239.21,East,Credit Card,False,5
ORD101032,2024-11-02,Sports,7067.88,2,0,14135.76,South,Net Banking,False,5
ORD101033,2025-06-12,Electronics,12480.0,1,5,11856.0,North,UPI,False,5
ORD101034,2024-12-02,Sports,5016.27,1,5,4765.46,North,Credit Card,False,5
ORD101035,2024-04-24,Fashion,649.36,3,0,1948.08,South,Net Banking,False,5
ORD101036,2024-08-08,Fashion,3667.44,1,10,3300.7,Central,UPI,False,5
ORD101037,2024-08-05,Home & Kitchen,10183.76,1,0,10183.76,East,COD,False,4
ORD101038,2025-07-20,Fashion,2935.82,1,0,2935.82,North,Net Banking,False,3
ORD101039,2025-12-23,Sports,5650.76,1,15,4803.15,North,UPI,False,5
ORD101040,2025-07-04,Fashion,3191.57,1,0,3191.57,North,COD,False,4
ORD101041,2024-02-18,Home & Kitchen,5149.6,2,0,10299.2,Central,Debit Card,False,2
ORD101042,2024-07-31,Sports,6595.68,1,20,5276.54,Central,UPI,False,4
ORD101043,2024-03-28,Electronics,1902.48,1,10,1712.23,South,UPI,False,1
ORD101044,2024-11-04,Fashion,359.2,1,0,359.2,West,UPI,True,4
ORD101045,2025-08-28,Sports,5310.45,1,10,4779.4,South,COD,False,5
ORD101046,2025-07-24,Fashion,4760.67,1,10,4284.6,East,UPI,False,5
ORD101047,2025-01-02,Fashion,3409.77,3,0,10229.31,West,UPI,True,5
ORD101048,2024-10-05,Electronics,6044.98,1,0,6044.98,East,Credit Card,False,3
ORD101049,2024-01-16,Beauty,2679.55,1,0,2679.55,West,UPI,False,5
ORD101050,2025-02-08,Home & Kitchen,4363.86,1,5,4145.67,South,Credit Card,False,5
ORD101051,2024-01-16,Beauty,954.83,2,5,1814.18,East,COD,False,5
ORD101052,2024-09-21,Beauty,2939.74,2,5,5585.51,East,Debit Card,False,1
ORD101053,2024-07-17,Beauty,453.15,1,5,430.49,South,Debit Card,False,5
ORD101054,2025-03-08,Electronics,37691.57,1,5,35806.99,South,COD,False,4
ORD101055,2024-06-13,Beauty,1737.01,2,30,2431.81,North,UPI,False,5
ORD101056,2024-03-22,Electronics,43196.73,1,10,38877.06,East,UPI,False,5
ORD101057,2025-03-03,Home & Kitchen,4987.67,1,30,3491.37,West,UPI,False,4
ORD101058,2024-02-27,Sports,1792.93,1,20,1434.34,South,Net Banking,False,4
ORD101059,2025-08-01,Home & Kitchen,9383.94,1,0,9383.94,North,UPI,False,3
ORD101060,2025-04-18,Electronics,18638.46,1,5,17706.54,Central,UPI,False,5
ORD101061,2025-03-01,Home & Kitchen,7885.22,2,0,15770.44,South,Net Banking,False,5
ORD101062,2025-08-25,Home & Kitchen,3286.27,1,5,3121.96,East,COD,False,5
ORD101063,2025-10-22,Fashion,781.25,1,15,664.06,North,UPI,False,5
ORD101064,2025-06-13,Fashion,1884.93,1,5,1790.68,North,Credit Card,False,5
ORD101065,2024-08-24,Home & Kitchen,5572.99,1,0,5572.99,Central,UPI,False,3
ORD101066,2025-09-21,Sports,4399.99,1,0,4399.99,East,Net Banking,False,4
ORD101067,2024-12-09,Fashion,3764.97,1,5,3576.72,Central,Net Banking,False,4
ORD101068,2025-08-28,Electronics,41582.36,1,0,41582.36,South,Debit Card,False,4
ORD101069,2024-06-21,Home & Kitchen,10517.57,1,30,7362.3,West,Debit Card,False,5
ORD101070,2025-03-01,Fashion,4063.8,2,5,7721.22,North,Credit Card,False,4
ORD101071,2024-02-04,Electronics,17872.86,1,10,16085.57,East,UPI,False,3
ORD101072,2025-11-22,Fashion,1356.97,1,0,1356.97,East,Net Banking,False,4
ORD101073,2024-07-24,Fashion,484.49,1,0,484.49,South,Credit Card,False,5
ORD101074,2025-04-14,Home & Kitchen,8354.2,1,5,7936.49,East,COD,False,4
ORD101075,2025-05-19,Fashion,2689.06,1,20,2151.25,North,COD,False,4
ORD101076,2025-06-30,Fashion,347.33,1,5,329.96,South,Net Banking,False,5
ORD101077,2025-05-09,Fashion,3794.46,1,15,3225.29,North,Debit Card,False,4
ORD101078,2024-01-10,Electronics,1614.5,1,5,1533.78,North,UPI,False,4
ORD101079,2024-10-25,Electronics,22336.24,1,15,18985.8,West,Credit Card,False,5
ORD101080,2025-06-21,Electronics,43528.74,2,0,87057.48,North,UPI,False,4
ORD101081,2024-08-02,Beauty,2276.83,1,10,2049.15,East,UPI,False,4
ORD101082,2025-12-03,Fashion,2733.09,2,15,4646.25,South,UPI,False,4
ORD101083,2024-07-14,Electronics,22895.77,1,30,16027.04,North,UPI,False,5
ORD101084,2024-04-28,Sports,514.49,1,20,411.59,West,UPI,False,5
ORD101085,2024-04-16,Sports,1853.18,1,0,1853.18,North,Debit Card,False,4
ORD101086,2024-07-27,Fashion,463.94,1,20,371.15,North,Credit Card,False,3
ORD101087,2024-09-29,Home & Kitchen,7906.49,1,0,7906.49,West,Credit Card,True,4
ORD101088,2024-09-17,Beauty,2626.51,2,5,4990.37,Central,Net Banking,False,3
ORD101089,2025-10-08,Home & Kitchen,6894.64,1,30,4826.25,East,UPI,False,4
ORD101090,2025-12-29,Beauty,2877.76,1,5,2733.87,South,Debit Card,False,5
ORD101091,2025-06-13,Fashion,2621.74,1,10,2359.57,South,UPI,True,4
ORD101092,2025-09-03,Beauty,1870.35,2,0,3740.7,West,UPI,False,5
ORD101093,2025-05-15,Sports,7936.96,1,10,7143.26,West,Net Banking,False,5
ORD101094,2025-12-10,Electronics,3390.35,2,15,5763.59,Central,Net Banking,False,4
ORD101095,2024-08-31,Electronics,18913.98,1,30,13239.79,West,Debit Card,False,2
ORD101096,2024-03-23,Fashion,3911.71,1,10,3520.54,North,UPI,False,4
ORD101097,2024-04-13,Beauty,2243.05,1,10,2018.74,South,COD,False,5
ORD101098,2024-03-27,Sports,6529.14,1,0,6529.14,North,COD,False,5
ORD101099,2025-06-23,Beauty,2911.43,1,20,2329.14,West,UPI,False,4
ORD101100,2025-07-22,Sports,3076.49,3,0,9229.47,North,UPI,False,5
ORD101101,2024-03-18,Electronics,27878.83,1,0,27878.83,North,UPI,False,4
ORD101102,2024-07-04,Sports,5037.06,1,0,5037.06,East,Debit Card,False,5
ORD101103,2025-12-26,Fashion,2968.55,3,0,8905.65,South,Debit Card,False,5
ORD101104,2024-04-25,Sports,904.24,1,0,904.24,North,Credit Card,False,5
ORD101105,2024-06-27,Fashion,2975.01,2,5,5652.52,North,UPI,False,5
ORD101106,2025-05-07,Beauty,2050.68,1,15,1743.08,West,Net Banking,True,4
ORD101107,2025-09-17,Beauty,1859.2,1,0,1859.2,Central,COD,False,4
ORD101108,2025-04-15,Fashion,2581.12,2,0,5162.24,East,Debit Card,False,5
ORD101109,2025-07-12,Home & Kitchen,2951.99,1,0,2951.99,West,Credit Card,False,4
ORD101110,2025-04-29,Beauty,505.15,2,0,1010.3,East,Debit Card,False,5
ORD101111,2025-09-05,Beauty,2810.12,1,10,2529.11,West,Debit Card,False,5
ORD101112,2025-01-29,Sports,2994.92,1,5,2845.17,East,Credit Card,False,5
ORD101113,2024-10-16,Beauty,2818.59,1,20,2254.87,West,Debit Card,False,1
ORD101114,2024-08-07,Sports,7083.74,2,0,14167.48,South,Debit Card,False,4
ORD101115,2024-11-23,Sports,586.79,1,0,586.79,South,UPI,False,5
ORD101116,2024-10-02,Sports,5746.58,1,5,5459.25,South,Net Banking,False,4
ORD101117,2024-03-12,Fashion,477.41,1,15,405.8,South,UPI,False,5
ORD101118,2024-10-04,Sports,6638.02,3,30,13939.84,North,UPI,False,2
ORD101119,2024-01-24,Sports,4913.25,1,5,4667.59,North,Credit Card,False,4
ORD101120,2024-12-12,Beauty,796.95,1,30,557.86,Central,UPI,False,4
ORD101121,2024-11-23,Fashion,2801.56,1,5,2661.48,West,UPI,False,4
ORD101122,2025-10-15,Fashion,1087.82,1,5,1033.43,North,UPI,False,5
ORD101123,2025-04-08,Electronics,34311.28,1,20,27449.02,West,UPI,False,4
ORD101124,2025-08-05,Beauty,1862.11,1,0,1862.11,North,Credit Card,False,4
ORD101125,2025-11-01,Home & Kitchen,9997.66,1,0,9997.66,South,COD,False,5
ORD101126,2024-10-07,Beauty,2384.19,1,5,2264.98,North,Credit Card,False,4
ORD101127,2025-06-30,Home & Kitchen,3388.82,1,20,2711.06,West,Credit Card,False,4
ORD101128,2024-02-21,Fashion,4602.74,1,5,4372.6,South,COD,False,1
ORD101129,2025-03-12,Fashion,2535.42,1,10,2281.88,East,Credit Card,False,4
ORD101130,2025-01-08,Fashion,2831.34,1,10,2548.21,South,Net Banking,False,3
ORD101131,2024-08-15,Electronics,28922.44,1,10,26030.2,North,Credit Card,False,5
ORD101132,2024-04-08,Home & Kitchen,3240.14,1,0,3240.14,West,Credit Card,False,5
ORD101133,2025-03-11,Home & Kitchen,8848.89,1,30,6194.22,South,UPI,False,5
ORD101134,2024-06-09,Beauty,1924.17,1,15,1635.54,South,UPI,False,5
ORD101135,2025-01-03,Sports,5232.28,1,15,4447.44,North,UPI,False,4
ORD101136,2025-03-03,Sports,4053.2,1,15,3445.22,South,Net Banking,False,4
ORD101137,2024-09-18,Fashion,2534.97,1,10,2281.47,North,Debit Card,False,5
ORD101138,2024-10-26,Sports,2918.34,2,20,4669.34,North,Credit Card,False,5
ORD101139,2024-02-14,Electronics,31146.38,1,20,24917.1,West,UPI,False,4
ORD101140,2025-03-17,Fashion,2421.28,1,0,2421.28,Central,Credit Card,False,5
ORD101141,2025-11-25,Fashion,2322.98,1,15,1974.53,North,UPI,False,3
ORD101142,2025-10-07,Home & Kitchen,2066.82,1,10,1860.14,South,Net Banking,False,4
ORD101143,2025-10-12,Electronics,12417.91,1,0,12417.91,Central,UPI,False,5
ORD101144,2025-08-16,Fashion,4568.82,1,0,4568.82,Central,UPI,False,4
ORD101145,2024-01-23,Fashion,1350.42,1,5,1282.9,West,UPI,False,5
ORD101146,2025-01-11,Sports,947.19,2,5,1799.66,West,Debit Card,False,3
ORD101147,2024-02-19,Home & Kitchen,2330.41,1,30,1631.29,West,UPI,False,5
ORD101148,2025-05-11,Sports,3916.03,2,5,7440.46,South,COD,False,4
ORD101149,2024-06-16,Home & Kitchen,8395.06,1,5,7975.31,South,Debit Card,False,5
ORD101150,2024-10-17,Electronics,33756.0,1,0,33756.0,South,Net Banking,False,5
ORD101151,2025-10-03,Home & Kitchen,4634.29,2,10,8341.72,East,UPI,False,5
ORD101152,2024-08-01,Electronics,38696.36,1,20,30957.09,West,UPI,False,5
ORD101153,2024-07-19,Sports,7199.27,2,15,12238.76,South,COD,False,4
ORD101154,2025-05-18,Fashion,2289.64,1,0,2289.64,North,UPI,False,5
ORD101155,2025-04-10,Electronics,13213.26,1,0,13213.26,West,Credit Card,False,2
ORD101156,2025-06-23,Fashion,1209.65,1,0,1209.65,South,Credit Card,False,4
ORD101157,2024-02-07,Home & Kitchen,4197.57,1,5,3987.69,West,Net Banking,False,4
ORD101158,2025-10-30,Sports,7995.24,1,5,7595.48,South,Credit Card,False,4
ORD101159,2024-10-27,Home & Kitchen,9210.92,2,0,18421.84,East,COD,True,1
ORD101160,2024-09-22,Home & Kitchen,3695.1,2,15,6281.67,South,UPI,False,1
ORD101161,2024-03-13,Home & Kitchen,6258.67,1,0,6258.67,East,Debit Card,False,3
ORD101162,2025-05-24,Electronics,3765.82,1,20,3012.66,West,UPI,False,4
ORD101163,2025-05-14,Fashion,535.09,1,15,454.83,West,UPI,False,3
ORD101164,2024-07-22,Home & Kitchen,1603.27,2,10,2885.89,South,UPI,True,4
ORD101165,2024-09-12,Electronics,28129.23,1,15,23909.85,South,Credit Card,False,4
ORD101166,2024-11-24,Electronics,24634.32,1,5,23402.6,South,Debit Card,False,3
ORD101167,2024-06-15,Home & Kitchen,4192.94,1,5,3983.29,South,Credit Card,False,4
ORD101168,2024-07-14,Sports,4993.39,3,5,14231.16,South,Debit Card,False,2
ORD101169,2024-10-20,Sports,730.87,1,5,694.33,South,Net Banking,False,1
ORD101170,2025-10-13,Sports,4940.92,2,15,8399.56,West,COD,False,5
ORD101171,2025-05-25,Sports,2723.76,1,10,2451.38,South,UPI,False,2
ORD101172,2024-08-10,Fashion,3637.14,1,30,2546.0,North,COD,False,4
ORD101173,2024-03-19,Electronics,32172.42,2,5,61127.6,South,UPI,False,4
ORD101174,2025-07-08,Fashion,1356.91,1,30,949.84,Central,UPI,False,4
ORD101175,2024-02-14,Sports,4042.11,1,5,3840.0,North,UPI,False,5
ORD101176,2025-10-06,Home & Kitchen,6931.89,1,0,6931.89,South,UPI,False,2
ORD101177,2025-12-05,Home & Kitchen,2843.33,2,5,5402.33,North,Debit Card,False,5
ORD101178,2024-12-12,Sports,4524.16,1,10,4071.74,West,UPI,False,5
ORD101179,2024-03-30,Sports,4231.81,1,10,3808.63,Central,COD,False,5
ORD101180,2024-06-22,Home & Kitchen,2816.59,1,10,2534.93,South,UPI,False,5
ORD101181,2025-02-23,Home & Kitchen,11212.39,1,0,11212.39,East,COD,False,5
ORD101182,2025-10-20,Fashion,648.55,2,30,907.97,South,UPI,False,5
ORD101183,2025-12-19,Home & Kitchen,7360.17,1,5,6992.16,East,Credit Card,True,5
ORD101184,2025-10-09,Fashion,3068.04,1,5,2914.64,South,UPI,False,2
ORD101185,2024-03-24,Fashion,3818.25,1,10,3436.42,Central,Credit Card,True,4
ORD101186,2025-09-01,Electronics,41721.56,1,5,39635.48,North,Net Banking,False,5
ORD101187,2025-09-06,Electronics,43046.79,1,20,34437.43,North,UPI,False,3
ORD101188,2024-01-17,Electronics,2472.94,1,30,1731.06,North,Credit Card,False,4
ORD101189,2025-05-03,Home & Kitchen,1747.7,1,20,1398.16,West,COD,False,4
ORD101190,2024-07-11,Fashion,352.43,1,0,352.43,Central,UPI,False,3
ORD101191,2025-08-05,Beauty,1644.68,3,5,4687.34,West,Debit Card,False,4
ORD101192,2025-06-12,Fashion,3947.91,1,0,3947.91,North,Net Banking,False,4
ORD101193,2024-10-21,Fashion,3024.17,2,0,6048.34,South,Credit Card,False,5
ORD101194,2025-06-14,Electronics,29624.28,1,5,28143.07,West,UPI,False,5
ORD101195,2025-12-09,Fashion,4037.85,1,5,3835.96,East,Credit Card,False,4
ORD101196,2024-05-22,Fashion,1305.49,1,15,1109.67,North,Credit Card,False,4
ORD101197,2025-04-14,Home & Kitchen,4083.53,1,0,4083.53,North,UPI,False,4
ORD101198,2024-07-21,Beauty,1115.97,2,10,2008.75,North,Debit Card,False,1
ORD101199,2024-06-08,Home & Kitchen,7879.61,1,0,7879.61,Central,COD,False,4
ORD101200,2025-10-25,Fashion,3949.04,1,0,3949.04,West,Debit Card,False,5
ORD101201,2025-05-30,Beauty,724.84,1,0,724.84,Central,UPI,False,4
ORD101202,2024-04-26,Electronics,41726.52,2,30,58417.13,North,UPI,False,4
ORD101203,2025-10-07,Beauty,274.73,1,5,260.99,West,Credit Card,False,4
ORD101204,2025-01-20,Electronics,38706.18,1,30,27094.33,West,Credit Card,False,3
ORD101205,2024-02-05,Fashion,1649.41,1,15,1402.0,East,COD,False,3
ORD101206,2025-05-13,Home & Kitchen,1395.4,3,0,4186.2,East,Net Banking,False,5
ORD101207,2025-08-03,Sports,7926.99,1,5,7530.64,South,Credit Card,False,5
ORD101208,2024-05-27,Fashion,679.66,1,10,611.69,East,UPI,False,5
ORD101209,2025-10-31,Electronics,38713.64,1,5,36777.96,East,UPI,False,3
ORD101210,2024-06-28,Sports,6502.7,1,10,5852.43,East,UPI,False,4
ORD101211,2025-10-15,Beauty,805.5,1,0,805.5,North,Credit Card,False,2
ORD101212,2025-05-28,Electronics,29471.06,1,10,26523.95,South,UPI,False,4
ORD101213,2025-01-05,Beauty,1347.83,1,0,1347.83,North,UPI,False,4
ORD101214,2024-04-15,Sports,920.6,1,5,874.57,North,UPI,False,5
ORD101215,2025-05-21,Sports,7618.78,2,20,12190.05,North,COD,False,5
ORD101216,2025-10-02,Fashion,679.98,2,15,1155.97,East,Net Banking,False,4
ORD101217,2025-04-24,Home & Kitchen,4505.31,2,0,9010.62,Central,UPI,False,3
ORD101218,2025-02-23,Fashion,2234.31,1,15,1899.16,South,COD,False,4
ORD101219,2025-07-26,Home & Kitchen,8434.32,1,5,8012.6,East,COD,False,5
ORD101220,2024-01-08,Fashion,4066.45,1,15,3456.48,South,COD,False,5
ORD101221,2024-07-29,Home & Kitchen,3383.25,1,20,2706.6,East,Credit Card,False,4
ORD101222,2024-05-25,Electronics,39331.52,1,5,37364.94,South,Debit Card,False,4
ORD101223,2024-12-17,Sports,7430.58,1,0,7430.58,West,UPI,False,2
ORD101224,2025-08-13,Beauty,246.82,2,5,468.96,West,UPI,False,1
ORD101225,2024-08-07,Fashion,3723.08,1,0,3723.08,East,Credit Card,True,5
ORD101226,2024-04-14,Sports,2444.19,1,5,2321.98,West,UPI,False,4
ORD101227,2025-06-28,Electronics,2504.22,1,20,2003.38,North,Credit Card,False,4
ORD101228,2025-08-05,Fashion,2049.71,1,0,2049.71,West,Net Banking,True,3
ORD101229,2024-08-06,Electronics,16061.34,1,10,14455.21,South,COD,False,4
ORD101230,2025-12-30,Beauty,187.82,1,0,187.82,North,Credit Card,False,4
ORD101231,2025-06-14,Fashion,2510.1,1,5,2384.59,East,COD,False,2
ORD101232,2025-05-14,Fashion,2511.56,1,10,2260.4,North,UPI,False,2
ORD101233,2025-04-27,Electronics,16856.56,3,0,50569.68,West,Credit Card,False,5
ORD101234,2024-05-19,Home & Kitchen,2830.04,1,10,2547.04,West,COD,False,5
ORD101235,2024-11-02,Fashion,3806.59,1,0,3806.59,West,Debit Card,False,5
ORD101236,2024-12-01,Home & Kitchen,5161.99,2,20,8259.18,South,Credit Card,False,5
ORD101237,2025-09-16,Fashion,3994.67,1,0,3994.67,North,Debit Card,False,3
ORD101238,2024-09-28,Electronics,35520.92,2,10,63937.66,South,UPI,False,4
ORD101239,2025-10-15,Sports,1847.25,1,20,1477.8,North,Credit Card,False,5
ORD101240,2025-03-17,Fashion,605.03,1,15,514.28,West,COD,False,5
ORD101241,2024-07-19,Home & Kitchen,7362.54,3,0,22087.62,West,COD,False,5
ORD101242,2025-10-31,Home & Kitchen,11886.22,1,10,10697.6,West,Net Banking,False,2
ORD101243,2024-07-21,Home & Kitchen,2588.6,1,15,2200.31,South,Credit Card,False,5
ORD101244,2025-12-10,Beauty,2965.73,1,0,2965.73,North,UPI,False,5
ORD101245,2024-04-22,Home & Kitchen,910.07,2,5,1729.13,East,Credit Card,False,2
ORD101246,2025-11-27,Fashion,3894.79,2,15,6621.14,Central,UPI,False,5
ORD101247,2025-10-11,Home & Kitchen,1682.8,1,10,1514.52,East,UPI,False,5
ORD101248,2024-02-07,Fashion,3441.32,1,5,3269.25,South,UPI,False,5
ORD101249,2025-01-17,Beauty,2706.56,2,30,3789.18,North,UPI,False,4
ORD101250,2024-02-05,Fashion,1722.32,1,20,1377.86,East,UPI,False,4
ORD101251,2025-01-02,Electronics,5413.58,1,0,5413.58,West,Credit Card,True,4
ORD101252,2024-10-28,Beauty,347.03,1,0,347.03,West,UPI,False,4
ORD101253,2024-07-31,Fashion,3623.47,1,5,3442.3,North,Net Banking,False,4
ORD101254,2025-05-28,Beauty,1030.06,1,5,978.56,North,Credit Card,False,1
ORD101255,2024-07-09,Electronics,43010.24,1,5,40859.73,West,Debit Card,False,2
ORD101256,2024-11-03,Electronics,37965.79,1,5,36067.5,Central,Credit Card,False,4
ORD101257,2024-02-28,Electronics,42615.7,1,0,42615.7,West,UPI,False,3
ORD101258,2025-11-20,Sports,5973.29,1,0,5973.29,East,Debit Card,False,5
ORD101259,2025-11-21,Home & Kitchen,8740.6,2,20,13984.96,North,UPI,False,4
ORD101260,2025-03-31,Electronics,13413.42,1,0,13413.42,North,Net Banking,False,4
ORD101261,2024-08-22,Electronics,17197.7,1,5,16337.82,North,Debit Card,False,5
ORD101262,2024-10-24,Fashion,4632.12,2,0,9264.24,North,UPI,False,5
ORD101263,2025-01-28,Sports,3375.97,1,10,3038.37,East,UPI,False,2
ORD101264,2025-04-02,Beauty,2971.19,1,10,2674.07,East,Net Banking,False,5
ORD101265,2024-04-30,Home & Kitchen,4144.65,1,30,2901.25,South,Net Banking,False,5
ORD101266,2024-12-01,Home & Kitchen,6068.99,2,15,10317.28,North,Net Banking,False,3
ORD101267,2024-12-24,Home & Kitchen,7134.02,1,0,7134.02,Central,Credit Card,False,4
ORD101268,2024-08-16,Electronics,30806.46,1,5,29266.14,South,Net Banking,False,5
ORD101269,2025-03-07,Home & Kitchen,10688.12,1,20,8550.5,West,UPI,False,4
ORD101270,2024-12-30,Fashion,2575.8,2,15,4378.86,South,Net Banking,False,4
ORD101271,2024-07-10,Home & Kitchen,5396.83,1,5,5126.99,South,COD,False,4
ORD101272,2024-09-06,Electronics,28780.52,1,20,23024.42,East,UPI,False,5
ORD101273,2024-06-17,Fashion,4200.8,1,5,3990.76,West,UPI,False,5
ORD101274,2024-08-07,Fashion,4195.82,1,0,4195.82,North,Credit Card,False,5
ORD101275,2025-05-20,Fashion,2995.85,2,20,4793.36,South,UPI,False,4
ORD101276,2025-08-12,Home & Kitchen,1018.75,1,5,967.81,East,COD,False,4
ORD101277,2025-07-19,Sports,3164.5,1,0,3164.5,South,UPI,False,5
ORD101278,2025-01-14,Sports,3361.81,1,5,3193.72,West,Net Banking,False,4
ORD101279,2025-12-01,Beauty,1595.63,2,0,3191.26,West,Credit Card,False,5
ORD101280,2025-11-21,Electronics,40703.24,1,20,32562.59,South,Credit Card,False,5
ORD101281,2025-10-25,Electronics,36738.01,1,10,33064.21,Central,Credit Card,False,3
ORD101282,2025-07-20,Beauty,2464.88,1,10,2218.39,North,UPI,False,4
ORD101283,2025-01-08,Fashion,1885.75,1,0,1885.75,North,UPI,False,3
ORD101284,2024-07-27,Sports,6562.87,1,0,6562.87,South,Net Banking,False,5
ORD101285,2024-06-04,Sports,5598.78,2,10,10077.8,North,UPI,False,4
ORD101286,2024-03-31,Fashion,1875.02,2,10,3375.04,South,COD,False,4
ORD101287,2024-08-28,Sports,6477.41,1,15,5505.8,North,COD,False,4
ORD101288,2024-03-13,Electronics,32093.78,2,5,60978.18,North,UPI,False,5
ORD101289,2024-03-26,Fashion,1270.61,3,15,3240.06,South,UPI,False,3
ORD101290,2024-04-04,Home & Kitchen,3579.03,1,10,3221.13,East,Credit Card,False,4
ORD101291,2025-04-08,Fashion,3043.64,1,15,2587.09,West,UPI,False,5
ORD101292,2024-02-01,Home & Kitchen,5987.72,1,15,5089.56,South,COD,False,1
ORD101293,2024-04-23,Fashion,2774.07,1,15,2357.96,South,Credit Card,True,3
ORD101294,2024-09-22,Sports,5065.16,2,5,9623.8,West,UPI,False,5
ORD101295,2025-09-05,Sports,2118.31,1,10,1906.48,West,Debit Card,True,4
ORD101296,2025-11-20,Electronics,11634.29,2,0,23268.58,North,Credit Card,False,3
